,published_yoy_frozen,published_yoy_live,reconstructed_m1,reconstructed_m2,residual_m1,residual_m2
2024-11-06,2.510516,2.894291,2.826534176313759,2.8404878617328544,0.31601817631375884,0.3299718617328544
2024-11-07,2.566535,2.948928,2.8523812179280994,2.865715891639642,0.2858462179280994,0.2991808916396419
2024-11-08,2.535206,2.92282,2.849255440532651,2.8630499579393565,0.31404944053265105,0.3278439579393564
2024-11-09,2.553327,2.957223,2.8708271983661495,2.8792605666112525,0.3175001983661496,0.3259335666112526
2024-11-10,2.564342,2.968014,2.8614240281072165,2.871354922398428,0.2970820281072166,0.30701292239842815
2024-11-11,2.531867,2.956681,2.840640948613887,2.8480758934629202,0.30877394861388696,0.31620889346292014
2024-11-12,2.536722,2.955127,2.872668942777018,2.8904041331372365,0.33594694277701764,0.3536821331372364
2024-11-13,2.563229,2.929019,2.881610413119166,2.899298045223908,0.318381413119166,0.3360690452239079
2024-11-14,2.577544,2.941972,2.868504314346979,2.886173096014577,0.2909603143469788,0.308629096014577
2024-11-15,2.579985,2.93967,2.900886327250744,2.918231895050094,0.32090132725074394,0.33824689505009387
2024-11-16,2.621617,2.968567,2.954534636916931,2.9720141841050873,0.3329176369169309,0.35039718410508724
2024-11-17,2.654269,3.000315,2.9337852850300363,2.952509535965686,0.2795162850300361,0.2982405359656859
2024-11-18,2.649785,2.993411,2.9392858419721866,2.9550755564458075,0.2895008419721865,0.3052905564458075
2024-11-19,2.644378,2.996183,2.967066927503441,2.990835242674872,0.322688927503441,0.34645724267487177
2024-11-20,2.696372,3.000033,2.967117945389745,2.9911252036975977,0.27074594538974495,0.2947532036975975
2024-11-21,2.673113,2.982556,2.9705170028997907,2.994667160524034,0.29740400289979085,0.32155416052403396
2024-11-22,2.707878,3.015478,2.986576759136781,3.010489766577651,0.2786987591367809,0.3026117665776509
2024-11-23,2.720371,3.033892,3.0315879202763942,3.0567828926468144,0.31121692027639414,0.33641189264681426
2024-11-24,2.748479,3.077184,2.864963442367545,2.8961753300797977,0.11648444236754507,0.14769633007979754
2024-11-25,2.574189,2.883364,2.8420348028936884,2.8695623733169473,0.2678458028936883,0.29537337331694724
2024-11-26,2.598721,2.904338,2.894804495212298,2.9247447417577233,0.29608349521229815,0.3260237417577234
2024-11-27,2.621519,2.916501,2.8647981601332044,2.894705314036927,0.24327916013320428,0.27318631403692706
2024-11-28,2.597282,2.885663,2.8561757820114533,2.886050574153276,0.2588937820114534,0.28876857415327617
2024-11-29,2.59692,2.888538,2.8423040468466976,2.872092367930934,0.24538404684669768,0.27517236793093414
2024-11-30,2.705893,3.037202,3.1173815033754475,3.1276363543598418,0.4114885033754474,0.42174335435984167
2024-12-01,2.741921,3.001066,3.212450520103103,3.218366169421305,0.4705295201031028,0.476445169421305
2024-12-02,2.762419,3.107321,3.1699646325311335,3.175768891965869,0.4075456325311335,0.4133498919658689
2024-12-03,2.759518,3.044977,3.230441657239534,3.246791318219544,0.4709236572395339,0.4872733182195441
2024-12-04,2.84758,3.064628,3.242494649863873,3.258889203143922,0.39491464986387337,0.4113092031439223
2024-12-05,2.8811,3.099405,3.324098127784578,3.3401613664479246,0.4429981277845778,0.4590613664479246
2024-12-06,2.96247,3.171276,3.3384593307167574,3.354317805734097,0.3759893307167572,0.39184780573409705
2024-12-07,2.941342,3.076225,3.347389068511813,3.3633361943992135,0.4060470685118127,0.4219941943992134
2024-12-08,2.955179,3.095688,3.3708706991865967,3.3833296775885646,0.4156916991865969,0.42815067758856484
2024-12-09,2.966834,3.111079,3.3716032251488257,3.383937114438096,0.40476922514882574,0.4171031144380959
2024-12-10,2.983603,3.131223,3.4397634323249147,3.4579834235276774,0.45616043232491466,0.4743804235276774
2024-12-11,3.050158,3.15196,3.4519095047480977,3.4701399534995847,0.4017515047480975,0.41998195349958456
2024-12-12,3.043473,3.152414,3.473129612828381,3.491504846601523,0.42965661282838097,0.44803184660152295
2024-12-13,3.109654,3.180847,3.5074087703832983,3.525486343257289,0.39775477038329843,0.41583234325728924
2024-12-14,3.110916,3.168733,3.4632636976258686,3.481362724234849,0.3523476976258686,0.3704467242348488
2024-12-15,3.064923,3.149567,3.4147356518387877,3.4342510197189924,0.34981265183878785,0.36932801971899254
2024-12-16,3.02016,3.130304,3.416428860371173,3.435982576243801,0.39626886037117304,0.41582257624380103
2024-12-17,2.952827,3.116185,3.488396907045053,3.5210300080690926,0.535569907045053,0.5682030080690925
2024-12-18,3.045889,3.12108,3.4470644102181023,3.469702922927209,0.40117541021810244,0.4238139229272093
2024-12-19,3.038796,3.118814,3.439695451214271,3.46438056222913,0.40089945121427073,0.4255845622291301
2024-12-20,3.014767,3.153625,3.4038214535856754,3.4300277763613662,0.3890544535856755,0.41526077636136627
2024-12-21,3.016618,3.241356,3.39005730113867,3.4163599855775884,0.3734393011386703,0.39974198557758855
2024-12-22,3.011234,3.241592,3.281256958744842,3.307573724470969,0.27002295874484217,0.2963397244709691
2024-12-23,2.88681,3.134014,3.281496814763226,3.30778849804112,0.39468681476322587,0.42097849804111975
2024-12-24,2.887854,3.137663,3.2996920101192093,3.3329468559296638,0.4118380101192094,0.44509285592966386
2024-12-25,2.897718,3.118648,3.286245123340566,3.311271506753788,0.38852712334056605,0.4135535067537881
2024-12-26,2.892753,3.108958,3.2838614428468453,3.3117168548463916,0.3911084428468454,0.41896385484639165
2024-12-27,2.910294,3.085201,3.3002806621947856,3.326749683572938,0.3899866621947856,0.4164556835729383
2024-12-28,2.903051,3.210783,3.329488349825403,3.356071998043797,0.4264373498254028,0.4530209980437969
2024-12-29,2.938216,3.254096,3.319986621998317,3.3517557720810887,0.3817706219983168,0.4135397720810885
2024-12-30,3.069794,3.270884,3.35925449028657,3.3977075552600766,0.28946049028657006,0.3279135552600767
2024-12-31,3.073084,3.303168,3.160724816986631,3.2227337299738146,0.08764081698663073,0.14964972997381443
2025-01-01,2.7658,3.164538,3.1556797116634345,3.2177968689826697,0.3898797116634345,0.45199686898266966
2025-01-02,2.786886,3.189042,3.167012821042757,3.2283821361976717,0.3801268210427571,0.4414961361976717
2025-01-03,2.839717,3.177518,3.1914230233369834,3.2528626322913645,0.35170602333698353,0.4131456322913647
2025-01-04,2.810487,3.005753,3.2173329471114913,3.279124426147151,0.40684594711149114,0.46863742614715065
2025-01-05,2.809128,3.019248,3.3271033370087104,3.3861784998226785,0.5179753370087106,0.5770504998226786
2025-01-06,2.929903,3.169293,3.3315042729259745,3.3900033816868014,0.4016012729259746,0.46010038168680145
2025-01-07,2.935815,3.190758,3.293376697623968,3.3416987989008717,0.35756169762396794,0.4058837989008719
2025-01-08,2.853637,3.185791,3.2416143124011545,3.290708193070002,0.3879773124011545,0.4370711930700022
2025-01-09,2.923274,3.186074,3.3481075387439616,3.3984256638116994,0.42483353874396146,0.47515166381169927
2025-01-10,2.958018,3.229081,3.3415237374124205,3.3921206708965146,0.38350573741242044,0.43410267089651455
2025-01-11,2.905558,3.115138,3.336686564647881,3.387339134333134,0.4311285646478811,0.48178113433313374
2025-01-12,2.975123,3.142386,3.4549848462845842,3.503492674536446,0.4798618462845843,0.5283696745364459
2025-01-13,3.03739,3.250909,3.448168725833243,3.496692637285448,0.4107787258332434,0.45930263728544807
2025-01-14,3.034848,3.247309,3.3944498179717097,3.4302463220766244,0.35960181797170954,0.3953983220766242
2025-01-15,2.989965,3.277706,3.396252980265642,3.432179423312287,0.40628798026564183,0.4422144233122869
2025-01-16,2.830586,3.224082,3.2806199359657864,3.3192763912253342,0.45003393596578656,0.4886903912253344
2025-01-17,2.854413,3.268668,3.271855666717055,3.3111240792879304,0.41744266671705477,0.4567110792879303
2025-01-18,2.855895,3.260162,3.2626246200991993,3.315934602269577,0.40672962009919944,0.46003960226957696
2025-01-19,2.813492,3.247477,3.20776089570694,3.2592389009556966,0.39426889570694,0.44574690095569647
2025-01-20,2.855383,3.241707,3.2675735915780315,3.3293634065101996,0.41219059157803173,0.4739804065101998
2025-01-21,2.854522,3.293047,3.1799545472760213,3.2291990012624616,0.32543254727602156,0.37467700126246184
2025-01-22,2.748633,3.282511,3.1453469049388834,3.194946596362591,0.3967139049388835,0.44631359636259127
2025-01-23,2.650435,3.2758,3.0446414571292424,3.095437461286643,0.3942064571292425,0.4450024612866432
2025-01-24,2.64498,3.242301,3.0906416572947255,3.1416107629657297,0.4456616572947256,0.49663076296572983
2025-01-25,2.666532,3.298193,3.093233436035859,3.1441348136453717,0.42670143603585897,0.4776028136453716
2025-01-26,2.628985,3.302375,3.0798290921242875,3.1118229420053822,0.45084409212428733,0.4828379420053821
2025-01-27,2.621217,3.313682,3.0749899983115547,3.1069289855957027,0.4537729983115546,0.4857119855957026
2025-01-28,2.619066,3.326984,3.066967591126757,3.0963295055103535,0.44790159112675676,0.47726350551035335
2025-01-29,2.606219,3.364637,3.017916168671756,3.047810055554989,0.4116971686717563,0.44159105555498934
2025-01-30,2.655283,3.304684,3.096599037941209,3.143737050869655,0.4413160379412093,0.4884540508696551
2025-01-31,2.700759,3.302205,2.6035797394745406,2.6893110074702964,-0.09717926052545955,-0.011447992529703743
2025-02-01,2.231022,3.119843,2.6596758010622956,2.7447932789816054,0.4286538010622958,0.5137712789816056
2025-02-02,2.124771,3.13688,2.5391654059726383,2.625206518488876,0.4143944059726383,0.5004355184888762
2025-02-03,2.190866,3.161805,2.597177984923746,2.6942555345086827,0.40631198492374576,0.5033895345086825
2025-02-04,2.185866,3.180041,2.58309962699114,2.679786954389085,0.3972336269911403,0.49392095438908523
2025-02-05,2.15955,3.190617,2.5635350181896523,2.6597100707337784,0.4039850181896525,0.5001600707337786
2025-02-06,2.190925,3.187191,2.580729555872915,2.677506700854093,0.38980455587291507,0.48658170085409314
2025-02-07,2.187965,3.142159,2.5763861285388954,2.672941492013936,0.3884211285388952,0.4849764920139359
2025-02-08,2.177552,3.160061,2.574031742896969,2.6711958577111616,0.3964797428969691,0.4936438577111617
2025-02-09,2.157575,3.143354,2.4970268464404706,2.5974889473076024,0.33945184644047055,0.43991394730760236
2025-02-10,2.114769,3.093958,2.5168407706800595,2.6222790328979784,0.4020717706800596,0.5075100328979785
2025-02-11,2.112628,3.092414,2.4664188744926503,2.5647893940975663,0.35379087449265034,0.4521613940975664
2025-02-12,2.066539,3.08458,2.454967551781789,2.553522310756029,0.3884285517817889,0.48698331075602885
2025-02-13,2.064497,3.104206,2.4911150710690992,2.5892059137075485,0.42661807106909944,0.5247089137075487
2025-02-14,2.055644,3.126372,2.4418537881725886,2.5398159994958203,0.38620978817258855,0.48417199949582024
2025-02-15,2.37826,3.188378,2.8049863823772023,2.886281198393692,0.4267263823772023,0.508021198393692
2025-02-16,2.415273,3.197128,2.76752930650309,2.8495649956069347,0.35225630650309014,0.43429199560693466
2025-02-17,2.316268,3.130828,2.7369848594746404,2.813862305710302,0.42071685947464044,0.49759430571030183
2025-02-18,2.334012,3.161037,2.6916029498068514,2.7642296884710538,0.35759094980685147,0.4302176884710538
2025-02-19,2.292673,3.110541,2.6936663918211114,2.766440751661592,0.40099339182111127,0.4737677516615917
2025-02-20,2.30602,3.086325,2.7559554899781666,2.8258729238399782,0.44993548997816646,0.519852923839978
2025-02-21,2.332124,3.108962,2.747538275633189,2.8170339838266445,0.41541427563318933,0.48490998382664463
2025-02-22,2.328883,3.037532,2.7508226298899707,2.8237539264645672,0.4219396298899709,0.49487092646456743
2025-02-23,2.319101,3.036256,2.7517035154721636,2.826388990610673,0.4326025154721638,0.5072879906106733
2025-02-24,2.326789,3.010959,2.7480479447578365,2.8221841244386647,0.4212589447578363,0.4953951244386645
2025-02-25,2.327761,3.018684,2.7066513857637613,2.777143528710857,0.3788903857637611,0.4493825287108568
2025-02-26,2.244837,2.992495,2.651174657434075,2.7219709356562705,0.4063376574340749,0.4771339356562705
2025-02-27,2.255574,2.927907,2.6791465597004698,2.7500062853879736,0.4235725597004696,0.49443228538797346
2025-02-28,2.17459,2.89489,2.592441410747443,2.663577076632362,0.41785141074744336,0.48898707663236207
2025-03-01,1.513355,2.930371,1.9039019116537634,1.960316474807855,0.39054691165376343,0.446961474807855
2025-03-02,1.458234,2.9581,1.8431404273070882,1.8996565365784646,0.38490642730708813,0.44142253657846453
2025-03-03,1.444893,2.887674,1.8284353617514444,1.8846137958510534,0.3835423617514444,0.4397207958510534
2025-03-04,1.417906,2.843421,1.80226323948551,1.8589368971415166,0.3843572394855099,0.44103089714151644
2025-03-05,1.425271,2.871011,1.8095680200460356,1.8652991755666148,0.3842970200460356,0.4400281755666149
2025-03-06,1.297524,2.86159,1.6834757119048869,1.7399257088082098,0.385951711904887,0.44240170880820995
2025-03-07,1.382276,2.848112,1.7463877562999561,1.8194285621176087,0.36411175629995607,0.43715256211760867
2025-03-08,1.370414,2.869572,1.7320529830833504,1.8045605340656579,0.3616389830833504,0.43414653406565784
2025-03-09,1.400518,2.857491,1.7672997451348573,1.840383045229932,0.3667817451348574,0.439865045229932
2025-03-10,1.387649,2.83305,1.7525711594765487,1.8274203905089825,0.3649221594765488,0.4397713905089826
2025-03-11,1.349497,2.774764,1.7156897767526187,1.7907637872647264,0.36619277675261874,0.44126678726472646
2025-03-12,1.319744,2.731734,1.6914129388432326,1.7673778466765766,0.3716689388432326,0.4476338466765766
2025-03-13,1.365696,2.737261,1.7416934695000788,1.813001959814975,0.37599746950007873,0.4473059598149749
2025-03-14,1.49811,2.727275,1.6486982789510973,1.7008708528341687,0.15058827895109728,0.20276085283416867
2025-03-15,1.730667,2.70219,1.9185107630847278,1.9389703320684681,0.18784376308472783,0.20830333206846818
2025-03-16,1.681791,2.655943,1.8678716715168475,1.8914373534932194,0.18608067151684748,0.20964635349321936
2025-03-17,1.718382,2.688746,1.902207699512731,1.9282520471255005,0.18382569951273098,0.2098700471255004
2025-03-18,1.651719,2.658418,1.839730963992509,1.8590882303871847,0.18801196399250908,0.2073692303871848
2025-03-19,1.721298,2.657499,1.9065125479120246,1.927089897903178,0.18521454791202463,0.2057918979031781
2025-03-20,1.726141,2.639506,1.912914641424476,1.932428841470668,0.18677364142447606,0.20628784147066814
2025-03-21,1.715531,2.606722,1.9025724706788094,1.9227224720343994,0.1870414706788095,0.20719147203439947
2025-03-22,1.733783,2.577562,1.9203267489631946,1.9403248619071611,0.18654374896319448,0.20654186190716106
2025-03-23,1.786336,2.646707,1.9711442891622952,1.9872152153659117,0.1848082891622953,0.2008792153659118
2025-03-24,1.784553,2.653437,1.969395429250381,1.985429251692472,0.18484242925038097,0.20087625169247203
2025-03-25,1.776038,2.609881,1.9569911514049436,1.9796812014853726,0.1809531514049436,0.20364320148537263
2025-03-26,1.777511,2.609269,1.9563627578976037,1.9786636904970178,0.17885175789760366,0.20115269049701778
2025-03-27,1.796272,2.607505,1.978644289403538,1.998257838171713,0.182372289403538,0.201985838171713
2025-03-28,1.77604,2.602031,1.958550510532007,1.979012912763678,0.18251051053200684,0.2029729127636779
2025-03-29,1.745766,2.596853,1.9254590708574437,1.9461455177256282,0.1796930708574438,0.20037951772562823
2025-03-30,1.788862,2.635328,1.9883639451790645,2.007853176587626,0.1995019451790645,0.21899117658762624
2025-03-31,1.75835,2.652229,1.9558831491712922,1.9692396175058358,0.19753314917129217,0.21088961750583568
2025-04-01,1.38366,2.80443,1.6038609234498207,1.5932523640885599,0.22020092344982078,0.20959236408855997
2025-04-02,1.37754,2.813838,1.5973892773293157,1.5855233306745875,0.2198492773293157,0.20798333067458752
2025-04-03,1.385863,2.787352,1.6018389557040695,1.5911324571542762,0.21597595570406947,0.20526945715427614
2025-04-04,1.346429,2.723241,1.5641062012191298,1.55180111742943,0.2176772012191297,0.20537211742942985
2025-04-05,1.299408,2.659808,1.519064563160507,1.5069719136525883,0.2196565631605072,0.20756391365258842
2025-04-06,1.218822,2.641302,1.4216181877419962,1.4110039502412963,0.20279618774199615,0.19218195024129625
2025-04-07,1.464936,2.637204,1.6662302235744415,1.6575936738485675,0.2012942235744415,0.19265767384856747
2025-04-08,1.397059,2.599887,1.6031219147117468,1.587936093916431,0.20606291471174676,0.19087709391643104
2025-04-09,1.341391,2.621022,1.5497773304993125,1.5346432617042494,0.20838633049931254,0.19325226170424936
2025-04-10,1.347372,2.610639,1.5541866680066203,1.538500609222182,0.2068146680066203,0.191128609222182
2025-04-11,1.40132,2.666165,1.6079149453800796,1.5911225844585708,0.20659494538007972,0.1898025844585709
2025-04-12,1.529059,2.631566,1.7439878946431102,1.7223002832569723,0.21492889464311027,0.19324128325697232
2025-04-13,1.493947,2.580146,1.7165880317423128,1.7000264117687847,0.22264103174231287,0.20607941176878475
2025-04-14,1.494884,2.546734,1.717175745837634,1.7007347234515136,0.2222917458376339,0.20585072345151345
2025-04-15,1.419959,2.529929,1.650952175230213,1.6243847126831579,0.230993175230213,0.2044257126831579
2025-04-16,1.421455,2.568538,1.6507691649832634,1.6234930928763713,0.2293141649832635,0.20203809287637142
2025-04-17,1.355249,2.56237,1.5792020098011685,1.5534731155482984,0.2239530098011686,0.19822411554829844
2025-04-18,1.433017,2.522815,1.6594298125115745,1.6350302446552778,0.22641281251157452,0.2020132446552778
2025-04-19,1.412287,2.469533,1.639769879831428,1.616434434235825,0.2274828798314279,0.20414743423582493
2025-04-20,1.422762,2.474034,1.653892985977742,1.6335191176076513,0.23113098597774195,0.21075711760765126
2025-04-21,1.435502,2.474416,1.665451517867469,1.6462855598228243,0.22994951786746887,0.21078355982282426
2025-04-22,1.378826,2.497431,1.615614088739281,1.588243320458682,0.2367880887392808,0.209417320458682
2025-04-23,1.390311,2.50348,1.6248281588908944,1.5975433308735187,0.2345171588908943,0.20723233087351867
2025-04-24,1.402742,2.524004,1.634970859596426,1.608197783247256,0.23222885959642614,0.2054557832472561
2025-04-25,1.415704,2.540219,1.651777707469296,1.625062757166873,0.236073707469296,0.2093587571668729
2025-04-26,1.506807,2.565464,1.7390606121404018,1.7116866412215659,0.23225361214040174,0.20487964122156588
2025-04-27,1.545323,2.561494,1.409926000715724,1.3704639100111438,-0.13539699928427607,-0.17485908998885624
2025-04-28,1.541484,2.548897,1.4060541820839478,1.366597630308064,-0.13542981791605224,-0.17488636969193605
2025-04-29,1.552419,2.562613,1.4179876882014966,1.3774914233913638,-0.13443131179850343,-0.17492757660863623
2025-04-30,1.570095,2.592269,1.4370458034069742,1.3951141969007708,-0.13304919659302583,-0.17498080309922925
2025-05-01,1.351162,2.633183,1.3178241273679447,1.2385742615614648,-0.03333787263205523,-0.1125877384385352
2025-05-02,1.366319,2.64921,1.3310172495830033,1.2536917254227342,-0.03530175041699679,-0.11262727457726585
2025-05-03,1.363951,2.65033,1.3277905697671617,1.25128426701131,-0.036160430232838214,-0.1126667329886899
2025-05-04,1.449255,2.649736,1.4054061554087856,1.3364425589401208,-0.04384884459121441,-0.1128124410598792
2025-05-05,1.44628,2.634773,1.4024734093991875,1.333440951660192,-0.04380659060081249,-0.11283904833980807
2025-05-06,1.461562,2.63541,1.4082582020697958,1.3486890061624734,-0.05330379793020423,-0.11287299383752658
2025-05-07,1.58194,2.600709,1.5091374229001027,1.4659081008260078,-0.07280257709989724,-0.11603189917399215
2025-05-08,1.604721,2.640095,1.53366113294055,1.4886518072767752,-0.07105986705945,-0.11606919272322491
2025-05-09,1.621012,2.653177,1.5503386670662107,1.5048981312344445,-0.07067333293378919,-0.1161138687655554
2025-05-10,1.595437,2.664935,1.522946086666384,1.4793457574327151,-0.07249091333361601,-0.11609124256728487
2025-05-11,1.575733,2.648232,1.5018741146407442,1.4596961886474746,-0.07385888535925589,-0.11603681135252542
2025-05-12,1.567052,2.636284,1.4937325503721286,1.4510173428449402,-0.07331944962787129,-0.11603465715505967
2025-05-13,1.677585,2.740781,1.598507796529763,1.5612849945003893,-0.07907720347023717,-0.11630000549961084
2025-05-14,1.671286,2.745753,1.5915214635355093,1.555010225355935,-0.07976453646449078,-0.11627577464406502
2025-05-15,1.793834,2.758994,1.7024975621802882,1.6774940950563533,-0.09133643781971168,-0.11633990494364665
2025-05-16,1.851908,2.795159,1.7629351526182895,1.7354498949381458,-0.08897284738171063,-0.11645810506185428
2025-05-17,1.833495,2.781331,1.7430915071894346,1.717034891796576,-0.09040349281056548,-0.116460108203424
2025-05-18,1.995137,2.769246,1.8925884925076617,1.8747693812665833,-0.10254850749233824,-0.12036761873341661
2025-05-19,1.992672,2.78595,1.8902044596922036,1.8722969965680347,-0.10246754030779637,-0.12037500343196528
2025-05-20,1.922278,2.761205,1.8238290223078326,1.802036293322451,-0.09844897769216732,-0.12024170667754897
2025-05-21,1.909192,2.76584,1.8104444942089426,1.788975876130916,-0.0987475057910574,-0.12021612386908398
2025-05-22,1.968767,2.744035,1.8730323500981374,1.8485295157663062,-0.09573464990186253,-0.12023748423369374
2025-05-23,1.9701,2.721851,1.873757393968382,1.849848936182008,-0.09634260603161793,-0.12025106381799189
2025-05-24,2.036363,2.677803,1.9384149207418073,1.9160020113666576,-0.09794807925819282,-0.12036098863334255
2025-05-25,2.06829,2.701092,1.9708460095413958,1.9478447265675047,-0.09744399045860441,-0.12044527343249545
2025-05-26,2.066645,2.698374,1.969245820870811,1.9461915777333028,-0.09739917912918883,-0.12045342226669709
2025-05-27,2.104893,2.67885,2.0022196040295572,1.9843865916626457,-0.1026733959704429,-0.12050640833735438
2025-05-28,2.076449,2.627773,1.9730958899568478,1.9560110753547688,-0.1033531100431524,-0.1204379246452314
2025-05-29,2.03849,2.616892,1.9306254719609806,1.9181053829295802,-0.10786452803901936,-0.1203846170704197
2025-05-30,2.051154,2.639481,1.9438273024762132,1.9307039845240181,-0.10732669752378676,-0.12045001547598178
2025-05-31,2.064027,2.650233,1.9571161058375721,1.9434931637313912,-0.10691089416242772,-0.12053383626860859
2025-06-01,1.84518,2.594499,1.771244822807337,1.7439147087694673,-0.07393517719266307,-0.10126529123053274
2025-06-02,1.842214,2.575027,1.7683438686407649,1.7409217323769655,-0.07387013135923515,-0.10129226762303456
2025-06-03,1.902741,2.585499,1.8197216024797682,1.8013025936895577,-0.0830193975202318,-0.10143840631044232
2025-06-04,1.919999,2.616767,1.837284787422869,1.8184785944640236,-0.08271421257713096,-0.10152040553597641
2025-06-05,1.875977,2.6666,1.7918760233681932,1.7679002470562644,-0.08410097663180682,-0.10807675294373564
2025-06-06,1.841019,2.657978,1.7555071054846232,1.7329876195307126,-0.08551189451537677,-0.1080313804692874
2025-06-07,1.851479,2.665001,1.7646948925532402,1.7433516941495197,-0.0867841074467599,-0.10812730585048036
2025-06-08,1.909826,2.691802,1.825176057941571,1.8015956391256083,-0.08464994205842902,-0.10823036087439175
2025-06-09,1.900349,2.656371,1.814471660448276,1.7921063573050677,-0.08587733955172405,-0.10824264269493233
2025-06-10,1.930552,2.70234,1.8453797842398552,1.8222201481320477,-0.08517221576014489,-0.10833185186795236
2025-06-11,1.93524,2.693657,1.8500285433850636,1.8268922979003621,-0.08521145661493645,-0.10834770209963795
2025-06-12,1.909953,2.670171,1.8252777980959127,1.8016819480076718,-0.08467520190408728,-0.10827105199232823
2025-06-13,2.050024,2.671251,1.9683765343190112,1.9416284904781644,-0.0816474656809889,-0.10839550952183563
2025-06-14,2.077268,2.724046,1.99607640626441,1.9687587168766063,-0.08119159373559004,-0.10850928312339381
2025-06-15,2.060856,2.650624,1.9784261474402571,1.952351112807027,-0.08242985255974267,-0.1085048871929728
2025-06-16,2.076642,2.698285,1.9939491714726223,1.9680974240708693,-0.0826928285273778,-0.1085445759291308
2025-06-17,2.097486,2.719213,2.0173917130085575,1.9889071113721402,-0.0800942869914425,-0.1085788886278598
2025-06-18,2.118505,2.71473,2.053808751742049,2.0245018628649802,-0.06469624825795073,-0.09400313713501962
2025-06-19,2.112754,2.710395,2.0467526102266884,2.0187947047122234,-0.06600138977331138,-0.09395929528777636
2025-06-20,2.141125,2.705156,2.0608814904194626,2.0325449177884147,-0.08024350958053761,-0.10858008221158544
2025-06-21,2.173337,2.70252,2.090026078203823,2.061953525092486,-0.08331092179617716,-0.11138347490751421
2025-06-22,2.142335,2.713941,2.0566823629548607,2.0309954121692897,-0.08565263704513937,-0.11133958783071041
2025-06-23,2.138901,2.747052,2.052858841043417,2.0275635466784347,-0.08604215895658296,-0.11133745332156542
2025-06-24,2.155665,2.721978,2.069292644042904,2.04425661271046,-0.08637235595709614,-0.11140838728953995
2025-06-25,2.181904,2.71251,2.097495470699426,2.0704611763536107,-0.08440852930057385,-0.11144282364638913
2025-06-26,2.217179,2.694066,2.132741965076149,2.1057543741773044,-0.0844370349238508,-0.11142462582269541
2025-06-27,2.19195,2.701742,2.1068276674342656,2.0805911156040358,-0.0851223325657342,-0.11135888439596409
2025-06-28,2.189499,2.706808,2.104327706576959,2.07812235463245,-0.0851712934230413,-0.11137664536754999
2025-06-29,2.270378,2.750044,2.19122891733918,2.1588326138647584,-0.0791490826608201,-0.11154538613524156
2025-06-30,2.257989,2.75176,2.178311351706374,2.1464310075014037,-0.07967764829362567,-0.1115579924985961
2025-07-01,2.070876,2.762695,2.040357340838739,2.000359950249675,-0.030518659161260953,-0.07051604975032522
2025-07-02,2.034218,2.755421,2.0023846984440037,1.9637242408206967,-0.031833301555996396,-0.07049375917930334
2025-07-03,1.982611,2.74283,1.979240089825618,1.9429453670311903,-0.003370910174381958,-0.03966563296880965
2025-07-04,1.993403,2.7262,1.9858364950073193,1.948618746317865,-0.007566504992680745,-0.04478425368213501
2025-07-05,1.946607,2.712707,1.9132180133699759,1.871835047424475,-0.0333889866300241,-0.07477195257552505
2025-07-06,1.894615,2.66307,1.8618863713793514,1.8199112337364598,-0.032728628620648514,-0.07470376626354014
2025-07-07,1.745237,2.654384,1.7253181811344191,1.6715102310305374,-0.01991881886558078,-0.07372676896946251
2025-07-08,1.698071,2.653034,1.6885955370198271,1.6243424848791932,-0.009475462980172988,-0.07372851512080691
2025-07-09,1.662808,2.660627,1.652461787829504,1.5891090234689376,-0.010346212170496027,-0.0736989765310625
2025-07-10,1.676595,2.683643,1.6676421417632614,1.602905191369608,-0.008952858236738637,-0.0736898086303921
2025-07-11,1.6727,2.663987,1.6631445835141019,1.59901440115362,-0.009555416485898194,-0.07368559884638004
2025-07-12,1.688648,2.649891,1.6790413807063314,1.6148900647530162,-0.009606619293668572,-0.07375793524698371
2025-07-13,1.740593,2.690404,1.7336537674487247,1.6667537244795971,-0.006939232551275376,-0.07383927552040292
2025-07-14,1.709854,2.726366,1.7087318182632438,1.6360506392997909,-0.001122181736756156,-0.0738033607002091
2025-07-15,1.818253,2.740052,1.8107605016250536,1.7443034829644377,-0.007492498374946255,-0.07394951703556218
2025-07-16,1.818795,2.755628,1.8085161995691756,1.7448578165647044,-0.010278800430824298,-0.07393718343529554
2025-07-17,1.998963,2.754027,1.9859078397618775,1.924911306714372,-0.013055160238122587,-0.0740516932856281
2025-07-18,2.035078,2.784503,2.022669134462322,1.9609617776763955,-0.012408865537677727,-0.07411622232360449
2025-07-19,2.062011,2.799668,2.0488789312478493,1.9867074938692664,-0.013132068752150783,-0.07530350613073367
2025-07-20,2.068169,2.79255,2.0556844856682717,1.9928221988130046,-0.01248451433172848,-0.07534680118699555
2025-07-21,2.053985,2.80659,2.0377117673643634,1.9758958270891247,-0.016273232635636514,-0.07808917291087525
2025-07-22,2.023295,2.743273,2.005839297324259,1.945212513650607,-0.017455702675741147,-0.07808248634939297
2025-07-23,2.020579,2.760754,2.003318232315909,1.9424728099905586,-0.01726076768409124,-0.07810619000944152
2025-07-24,2.011055,2.772596,1.9930900390331443,1.9329656175116394,-0.017964960966855514,-0.07808938248836039
2025-07-25,2.018026,2.758525,2.0001067935142927,1.9399385328479735,-0.017919206485707218,-0.07808746715202641
2025-07-26,2.060665,2.792352,2.044211238423334,1.982485341706397,-0.016453761576666004,-0.07817965829360318
