t,F_true,F_smoothed,y_NE,lambda_NE_true,lambda_NE_smoothed,y_MW,lambda_MW_true,lambda_MW_smoothed,y_S,lambda_S_true,lambda_S_smoothed,y_W,lambda_W_true,lambda_W_smoothed
114,-1.2611722538796248,-7.4582534,-1.5553994624971834,-0.31408507068571045,-0.07086325,-0.917472291592854,-0.11513977046335461,-0.041716162,-2.378135292169668,-0.7673422631122139,-0.7756299,-2.023440765952743,-0.3977391784566609,-0.05692359
115,-1.2503528277225444,-6.9847245,-1.310225519573541,-0.10881108574483775,0.07997513,-0.8068740225783656,0.05599895538627639,0.010919653,-1.9284767746297873,-0.5888251613505557,-0.48457038,-2.0895141383717184,-0.5728009243472572,-0.20852657
116,-1.3297767340821147,-6.7307534,-1.3792580376495247,-0.023560377635901603,-0.039518777,-0.7710699509372855,0.2184253280121912,0.020382684,-1.4677166223284002,-0.1994219940640966,-0.14477879,-2.118608217600829,-0.4762135371644937,-0.32200232
117,-1.294875302378909,-6.5701337,-1.1749665894241546,0.11363888263108303,0.13270614,-0.5151288965127495,0.3901855258942466,0.25331163,-1.4827801482815148,-0.2160093445192536,-0.12733236,-2.2469875845988208,-0.5474775912021144,-0.45849675
118,-1.2915974805503927,-6.5850096,-1.3219254687547606,-0.041081406209731317,-0.011176895,-0.36895840282424774,0.3915604317842556,0.40150243,-1.3643822232650338,-0.12672042353525823,-0.07519036,-2.344110263506609,-0.5980340291032763,-0.4948907
119,-1.0513306468522554,-5.721506,-0.8851769468665138,0.14464388640383802,0.25364628,-0.1626447931283771,0.5177626522402593,0.4981692,-1.6397980975002981,-0.3813583674246709,-0.36542276,-1.6460882590095804,-0.3928858912669673,-0.22748008
120,-1.0872339909732092,-5.8260846,-0.5612453172468724,0.4487346929680606,0.59828013,-0.8001207520581934,0.13209035759609883,-0.10895149,-1.2336902397621823,-0.1289480892893299,-0.11618865,-1.9761987849803626,-0.6401837148061771,-0.36991268
121,-1.2407586148664889,-6.600545,-0.9978494615794369,0.187394585092569,0.31593925,-0.8320691722815479,0.05798630378260968,-0.05809817,-1.6899788033400516,-0.25294487301324253,-0.29638636,-2.106564187249183,-0.332952306093209,-0.34968144
122,-1.2138672696230415,-6.7866664,-1.2276993031472516,-0.018253733814228318,0.1231826,-0.755139454888084,-0.0836617454224262,0.036772322,-1.6414111918913659,-0.3285861352477125,-0.27003646,-2.2098318296488553,-0.6004889852480728,-0.37052405
123,-1.1808677670272767,-6.6539803,-1.0101391719994282,0.2516411935219525,0.3142442,-0.8970326402729215,-0.04904551716883215,-0.117888406,-1.725981911399777,-0.2997321247957992,-0.366109,-2.1928011677902455,-0.6742246168564621,-0.3153722
124,-0.9769896307412113,-5.6688886,-0.7945962877802928,0.17562621715464757,0.33375788,-0.9888944073068422,-0.12495379661457633,-0.31788135,-1.6902122647809963,-0.5510780944773922,-0.49997368,-1.362473048390511,-0.17026950013903958,0.08193895
125,-0.8517229438540245,-4.4546285,-0.42447815934883704,0.43004656299476185,0.4621246,-0.5317878857396837,-0.12488671358412091,-0.011615836,-1.4593115877982328,-0.4547916798224442,-0.49556667,-0.9180487900772768,0.09818088743897807,0.2186332
126,-0.7981922849815981,-4.000688,-0.5018416908331674,0.2770324361671108,0.2945639,-0.30807848734252874,0.18241686116331068,0.15744513,-1.0233245681791943,-0.23516858271369787,-0.22866982,-0.9013873110632327,0.10787205929529754,0.15929364
127,-0.5786968512986639,-3.2365046,0.16844236541156277,0.5264866859961864,0.81251055,-0.2916135623227529,0.12047551946759182,0.08866574,-0.7154182604743804,-0.15892363621281558,-0.10973787,-0.8057703887827833,-0.1119892352304058,0.06666628
128,-0.7570113094470915,-4.4293933,-0.33557774084336617,0.4738108464578489,0.5461001,-0.4086004270685653,0.15844926315260555,0.11068502,-1.2340633016024232,-0.4290328341437045,-0.31225222,-1.1926914565201372,-0.2149904344767336,-0.0023016892
129,-0.8529740393595536,-4.8410068,-0.3563601532933071,0.45438498415371054,0.6072143,-0.3969276235390648,0.09191901103344917,0.16624796,-1.4817288088097202,-0.4084152237086728,-0.4504004,-1.349322433116148,-0.17307101313067236,-0.05355636
130,-0.9919604305703824,-4.9534063,-0.1859433829813177,0.6991708408646349,0.7999173,-0.6636784394016025,0.08489220202028439,-0.07788133,-1.3563289158238898,-0.2340084988014972,-0.38948926,-1.4597223792859024,-0.14404738044028004,-0.1052582
131,-1.0504319010437475,-5.546611,-0.5186905903877038,0.5219411192461054,0.5853234,-0.5516604245973861,0.06881626368163823,0.09506069,-1.778732366237606,-0.5486456267952109,-0.60595435,-1.5104156519980192,-0.14675329930515824,-0.055287033
132,-1.2569348231771937,-6.2383533,-0.7677247790857794,0.25542553217419794,0.47392884,-0.7033332268103254,0.12230162084128451,0.030772256,-1.9828996764283429,-0.6872389466028783,-0.6437478,-1.7734092516192705,-0.1359260564870598,-0.11196412
133,-1.1616621811550332,-6.2662354,-1.0720672495857833,0.12739886074239737,0.17523244,-0.5160579072546841,0.2726374270051041,0.21757728,-1.6207471171967351,-0.4607372032079169,-0.37055212,-1.865495579789628,-0.1667774538437377,-0.20003095
134,-1.194995585719849,-6.311965,-0.9638308417281789,0.1987558217596655,0.29241645,-0.35672638822575214,0.4652190412445827,0.37917462,-1.5749028904203592,-0.36604630473161365,-0.29909313,-2.057242076152039,-0.46399948122329204,-0.33347496
135,-1.4156165298952477,-7.47881,-1.639706470324933,-0.14420936594038725,-0.15104276,-0.5898101293160498,0.4186182452820412,0.28749683,-1.8879869143021113,-0.2552867894756366,-0.3401093,-2.356632830306787,-0.5219519067518802,-0.34882018
136,-1.5679533920763788,-7.474862,-1.598189646109813,0.004916219480895143,-0.11038697,-0.5696767333015652,0.4233266291309733,0.3007819,-1.8937510886688416,0.10495095484412315,-0.31686217,-2.324576794954411,-0.2581003860645483,-0.34805134
137,-1.5209263149588494,-7.7236037,-1.5996084008839715,-0.10357547696478778,-0.062267035,-0.9851510767544344,0.16603162692694365,-0.077091105,-1.6709197767769126,0.1787953594908273,-0.06657534,-2.530048474195711,-0.5281618851980483,-0.44002253
138,-1.3952073297746923,-6.7775135,-1.1690535468172762,0.1415233767266431,0.17984465,-1.0191938533460938,0.11964379017921184,-0.21727647,-1.113229699524224,0.2793356654197169,0.28503802,-2.271455063139565,-0.5064846715129238,-0.4573934
139,-1.0956976960209244,-6.0384393,-1.4223454033810148,-0.35855719076244774,-0.22036296,-0.46878592304949174,0.23675845187590783,0.23556298,-0.5060566657779554,0.7393362937770439,0.6775309,-2.1583550987930233,-0.6260523752609586,-0.48243362
140,-0.658618326119825,-4.647878,-0.9947936083552656,-0.46208676716891434,-0.069757,-0.0786069382138634,0.31930205726329924,0.46243575,-0.17263477661526758,0.6269178439430512,0.77246946,-1.5454370411129525,-0.526428995762059,-0.30073896
141,-0.5964569111284255,-4.561244,-1.3360208245280902,-0.7300673823403976,-0.42812434,-0.08231261680882423,0.2871831057298969,0.45135704,-0.07122941080022768,0.42060716209741694,0.82702607,-1.3589677796559325,-0.5487568161053119,-0.121721685
142,-0.744887629133205,-4.595029,-1.563907650379234,-0.7858031682621284,-0.6492289,-0.11794292491232916,0.36270557851911045,0.41769475,-0.2373105999255337,0.4555497975721592,0.68347055,-1.0498218692012349,-0.1578793918782473,0.11451411
143,-1.0646945712429015,-5.215809,-1.4126955733159832,-0.6183995128010205,-0.37458438,-0.4135607685394246,0.36377946916436116,0.20385295,-0.6797059530702688,0.48901320310494434,0.42506832,-1.24283320959811,-0.027485570931001777,0.117103435
144,-1.0245378518913262,-5.720942,-1.5465989979179413,-0.5614849109708183,-0.40789855,-0.16735871181498863,0.47106951407038716,0.49709696,-0.8110288339427238,0.34530311224413246,0.35694164,-1.5664703824395183,-0.3127839988902681,-0.007819757
145,-1.146479016187875,-6.5165286,-1.7463648589005285,-0.5279376881147986,-0.44930175,-0.3868316392070901,0.4202594847998764,0.37513763,-1.1493957015881284,0.12494133749984668,0.25757486,-1.7648288534995444,-0.12757975646842223,-0.03375043
146,-1.2087826052148278,-6.5975156,-1.7587929906132256,-0.48058400917359095,-0.4456113,-0.6120063392276514,0.2828528405042459,0.16314559,-0.7787253861714881,0.528219199726076,0.5381485,-1.8773477047868188,-0.2826935940698654,-0.107002266
147,-1.300597125073799,-6.825886,-1.7626838762004968,-0.3678187596735636,-0.40404564,-0.6649486578338489,0.2766584609433503,0.13208629,-0.736423005025906,0.5342291044233125,0.6204054,-2.040822388972325,-0.37570956448453896,-0.16554461
148,-1.3217157580362568,-7.1791196,-1.7424119765617285,-0.5143531541111506,-0.3134626,-0.9413994483710326,-0.2182623876232361,-0.099924535,-1.0626457660875521,0.3489948253286077,0.46755683,-1.9620556060776022,-0.2615842323228275,-0.052654803
149,-1.1618187234181103,-6.753851,-1.494086705522102,-0.2958302528146678,-0.14978448,-1.1039477642380517,-0.11717704964083148,-0.31333387,-0.7264348952499325,0.4789627972060747,0.6273989,-1.7948124419339737,-0.33837855678471784,0.01613693
150,-1.1382614383013085,-6.6721373,-1.2444477115510308,-0.1189225208153708,0.08356746,-1.3878077598762186,-0.6410035634948827,-0.60543185,-0.7237401810199952,0.41142039020442706,0.61648303,-1.672789614817279,-0.10134485037950156,0.09740744
151,-1.1620566638571117,-7.2491956,-1.1924840864627835,-0.024076555161844967,0.25038365,-1.7526730693690689,-0.7713223619067189,-0.89511436,-1.0704702394984902,0.3247596908467747,0.45192605,-1.7637550361260794,-0.2595756818669084,0.124621764
152,-1.3174047267809834,-7.4105678,-1.1534138693242055,0.09084161666268442,0.32155836,-1.482299241963213,-0.5492925993842275,-0.6155484,-0.9801661715049714,0.393492838706706,0.4789456,-2.035188703450645,-0.3645948416129793,-0.032313183
153,-1.568607168486637,-8.639007,-1.5167826034500254,0.13649897432501365,0.20280933,-1.5091924453734276,-0.36780467891736274,-0.5011721,-1.6333200142471305,0.1216047465543312,0.17248444,-2.421867280902268,-0.4652450572000057,-0.119427316
154,-1.6415533548476366,-9.135574,-1.2260717947394633,0.5230387887224751,0.5921954,-1.8261982382162132,-0.46860806015487977,-0.75006765,-1.8844010413056878,0.17291716860398912,0.04390405,-2.748447352937321,-0.5338561749741135,-0.2434797
155,-1.6496207374703846,-8.420095,-1.2000268705486234,0.42716413620360183,0.47592425,-1.5975325115916377,-0.48170175440574464,-0.60863745,-1.5274424482806988,0.4999573171353056,0.20372307,-2.406993937192491,-0.22797129175670106,-0.15595949
156,-1.3844312504334022,-7.358315,-1.0226624498572663,0.3016728721061462,0.4418956,-1.186885936755077,-0.17978025523247596,-0.3310434,-1.0908125720113202,0.533873564617291,0.3799608,-2.132421945722387,-0.06227955215163025,-0.08017056
157,-1.3648900722124693,-6.835761,-1.2259204156839565,0.10571642521874869,0.1346615,-1.381772408726735,-0.21642872392188217,-0.56895113,-1.0354887270999198,0.4127680294745383,0.3435564,-1.5151216266447665,0.3213816639892211,0.29275197
158,-1.2174791455590106,-5.8791485,-1.4150180911483743,-0.116593572679631,-0.2447728,-0.6049835250909402,0.163295067722942,0.07618499,-1.047634827530881,0.2802122760500009,0.17881083,-0.8534667893554676,0.7816975891683505,0.593125
159,-1.2923734853398834,-6.510893,-1.5726238954286456,-0.34799889429790143,-0.2767341,-0.6308127457371231,0.1303480762019017,0.13116641,-1.224844309913424,0.1783298532428811,0.12239261,-1.3209078503155591,0.46113613144303367,0.44730788
160,-1.4701150503024372,-7.190228,-2.0180596658114007,-0.4735585227993999,-0.58683914,-0.7145842134883373,0.1654838874937114,0.12916443,-1.3072486211940193,0.1147835858699924,0.12513196,-1.4732963466880298,0.4212920036818732,0.40202725
161,-1.6148825646372928,-8.209498,-2.083697249825835,-0.4166608207099042,-0.44967872,-0.7196038814111976,0.3749182697697603,0.23942143,-1.8679797312004993,0.035300051386504216,-0.10893677,-1.9929689836545144,0.11197289357849316,0.18743238
162,-1.7236664743176557,-8.78127,-2.105364498693732,-0.28730267190387565,-0.357483,-0.8823720349198262,0.31958868324482115,0.14785586,-1.702070351526518,0.1967061056412758,0.057242885,-2.539224962126258,-0.07253715775554478,-0.08408276
163,-1.404396014452381,-7.8575726,-1.5082590389950399,-0.23397885940786195,0.05562693,-0.7449421985348502,0.10531934949223676,0.1751633,-1.6493342071167065,-0.13494214350046874,-0.012536652,-2.0066148729390463,-0.20245085108112668,0.020902745
164,-1.527604016336039,-8.617116,-1.816250948215929,-0.35198908598262524,-0.1010259,-0.8332880910615713,0.0677963618396459,0.1756952,-1.7202796496997141,0.03371207992376225,0.046618514,-2.4894484555775653,-0.4107308212618118,-0.14541802
165,-1.4018306357755872,-8.234999,-1.4604851084889388,-0.11915381028123875,0.178605,-0.8190290957121453,0.04889547904320308,0.1406731,-1.5771837274391272,-0.038002702594274976,0.09465888,-2.3666692533372573,-0.5928583227480454,-0.17827003
166,-1.5372697124886412,-8.915706,-1.3659467746532594,0.04660179572113657,0.4086245,-1.3358374235607011,-0.16559486459567235,-0.2838357,-1.8173434480556205,0.033648169090319514,0.041639216,-2.680093638300836,-0.553457887292736,-0.2704215
167,-1.3975337605575047,-8.332729,-1.1085869708550697,0.0076818648785626845,0.5498549,-1.1289898494464223,-0.1708507023776614,-0.15442125,-1.5688709865406203,-0.17257447165486792,0.14520244,-2.5685142277342794,-0.7547209928626173,-0.28275672
168,-1.3397911156416251,-8.288809,-1.6347673698188048,-0.12405364378616413,0.015143717,-1.1419115425217394,-0.2480093760017446,-0.17167257,-1.4580951149153139,0.08383656754351737,0.2690949,-2.2489313259315873,-0.47888654270882397,-0.099861756
169,-1.3632868002903387,-7.8358245,-1.432884471430329,0.004239986947720417,0.12672827,-1.1950162943182405,-0.05975383722328059,-0.27340487,-0.9968082602214194,0.2996672036201028,0.53537726,-2.365288587698026,-0.6233259358156182,-0.16834968
170,-1.3694011792106537,-7.1067433,-1.389819981225323,0.04119870640278325,0.024682023,-0.9542560481362163,-0.04261128865083613,-0.12144926,-1.067161951630359,0.4424267778931058,0.39130738,-1.6981734553052532,0.06957834990346223,0.11952603
171,-1.4676193335250622,-7.789992,-1.8073078472039752,-0.25460655144064376,-0.2567259,-0.876542744162409,-0.07650839329280441,0.032766104,-1.3860476698766921,0.12552824046095817,0.24911064,-1.9714971823818466,-0.038075631297120174,0.10593175
172,-1.4007085033027502,-7.8157682,-1.7384784479845496,-0.23001161992142816,-0.18281096,-0.9936363399594759,-0.07713400422762998,-0.07506202,-1.283892431325389,0.26221720920675184,0.3055913,-1.9922109600177142,-0.017662674319714265,0.067444324
173,-1.4689560253538672,-8.062249,-1.6420240462777413,-0.14310271451833773,-0.037382256,-0.9091668102247101,-0.028238900621179064,0.032845125,-1.3100566070548028,0.3088694040605042,0.2836857,-2.357881843290007,-0.3005182139838763,-0.08548257
174,-1.6527968899189545,-8.64331,-2.0760335260860328,-0.3015762646381378,-0.35559982,-1.0687353404738738,0.06993100945652371,-0.05866092,-1.887445873062459,-0.010966360829408328,-0.06938915,-2.0961404923215934,0.11088415848226951,0.1729704
175,-1.8444875260668974,-8.799307,-2.029354435688085,-0.21837114637492855,-0.27798307,-1.3924751273803986,-0.09401202673518824,-0.35808071,-2.0312671395621735,-0.014243253825214283,-0.18547143,-2.0547935630388867,0.3438682092410387,0.2755902
176,-1.8185993384085795,-8.916842,-2.2900094777359654,-0.4765799714702471,-0.5150851,-1.4663401641592495,-0.23144776628134137,-0.4184455,-1.9158621232247381,0.052797279583294394,-0.089281864,-2.057078418957006,0.36792551569405885,0.29453605
177,-1.5817356499470143,-8.069028,-1.6714885392179246,-0.13785575574727588,-0.06545537,-1.2082539504760468,-0.019456330714693604,-0.26555663,-1.6707239649201018,0.1476111009131321,-0.015885215,-1.966257258793905,0.027477893079267346,0.19332388
178,-1.5577369079109986,-7.8378806,-1.3745514581204716,0.13241260462670187,0.18546139,-1.2642089496636022,-0.07741559540246447,-0.34394586,-1.5612580034154742,0.16475703687261292,0.04816571,-1.9824528131962948,0.07052725900917173,0.09570664
179,-1.575532656827481,-8.130454,-1.4531847244127096,0.06204724707210363,0.16507652,-1.2507011942738027,-0.27445879021150266,-0.2979096,-1.5933928208980608,0.20070298821787996,0.1147275,-2.329344568549401,-0.18465084219572497,-0.07051355
180,-1.5326587358870996,-7.081134,-1.4445686019903852,0.1254310275791027,-0.035132967,-1.0886220065960543,-0.15299512576173646,-0.26012105,-1.0100754625126764,0.4458827400016492,0.39510286,-1.8610405691201188,0.15922541683190142,0.060316026
181,-1.3367584746310759,-6.4296365,-1.5000121540854467,-0.3753680197177377,-0.22026281,-1.0877321935049742,-0.052890629704486145,-0.3325694,-0.8574268292999389,0.6219805697854066,0.41565254,-1.3970588255689722,0.31814120781977123,0.28658366
182,-1.3038510994264974,-6.825548,-1.8307403365914312,-0.5503323488131436,-0.47214913,-1.0878156814952564,-0.27191979235209485,-0.2878367,-1.236000373073519,0.043712621125972184,0.1856047,-1.3615571060232876,0.30096085134870065,0.38423336
183,-1.3654901840515579,-7.6790876,-2.0782769398356353,-0.526538280521598,-0.5497993,-1.1476527029588275,-0.18311357656213495,-0.24468526,-1.5393990163948903,-0.01779758085740779,0.06870276,-1.858456422795267,-0.27115709672755434,0.1972523
184,-1.1995468775425746,-7.485433,-1.9617685948479264,-0.6619841427287301,-0.47184807,-0.841855354216211,-0.03615339738545194,0.032607418,-1.3392278088729197,-0.04565500772957824,0.124988884,-2.0812716352309235,-0.45496976042523457,0.015697934
185,-1.1352334117733327,-7.122024,-1.729090935469403,-0.4198072247932888,-0.31146204,-0.7214062744502486,0.027235249847577907,0.11303541,-1.7373604101626683,-0.35646725004747526,-0.21229517,-1.7322172416866073,-0.24906594022223452,0.1715304
186,-0.9048700129739339,-5.33315,-0.8605133849834997,0.04262316507530334,0.20087546,-0.41738853982705015,0.11658542244227162,0.20201026,-1.3439318480190254,-0.30386757456091157,-0.20899409,-1.0860622374006437,0.04765638478352788,0.32198405
187,-0.8773848473906479,-5.1115637,-1.0886586233678337,-0.19909325357185256,-0.07123306,-0.7232695997469297,-0.11737202675979506,-0.11788248,-0.9927742831217174,-0.048704418070929234,0.010236293,-0.8569876203901504,0.28595497713777346,0.40878388
188,-1.061055202148723,-6.0585275,-1.444619718291782,-0.33672194635311326,-0.23866212,-0.6459640401323191,-0.04424159815840672,0.058660388,-1.247976530257751,-0.23941619099014255,-0.023041885,-1.5280360580040848,-0.09860248061187954,0.13469982
189,-1.2662790820355727,-6.54365,-1.3043104515336814,-0.23912398073816016,-0.0018610209,-0.9362403158962007,-0.08078624244729236,-0.16641024,-1.5256311153984543,-0.1549224029269513,-0.15926397,-1.821517199720284,-0.0204286754396151,0.011648051
190,-1.0186398922008852,-5.343504,-0.8447737587207061,0.11896784607248803,0.21875998,-0.787677015060197,-0.13704751776653062,-0.15936342,-1.2864102338492889,-0.30427838854761496,-0.17203613,-1.1698792025270692,0.20543611323938318,0.18359368
191,-0.7600900340833907,-5.1301417,-0.8308323912851231,-0.1433521933463658,0.19024566,-0.5944439558123638,0.020945327199734465,0.010096857,-1.1668208404266331,-0.39479471395519533,-0.09208362,-1.2795373303576247,-0.18405004477743672,0.08287552
192,-0.7870179160757808,-4.721366,-0.9521674047530136,-0.07204213988302254,-0.0123484,-0.09639920182164097,0.23864743836092206,0.45067313,-0.7923639621459598,-0.08938438840906948,0.10422861,-1.3594869917971493,-0.1637030327862563,-0.054488845
193,-0.8444960142461789,-4.5540066,-0.6413865521172275,0.3030239512620526,0.26497054,-0.08409125877303705,0.4600734588787915,0.45148638,-1.1129561945895936,-0.17810635718829104,-0.09424639,-1.2612260439111365,-0.08381334122404517,-0.043757975
194,-0.6252793704098486,-3.860721,-0.6943802915632619,-0.07278147106310873,0.0740727,0.19888413107653496,0.565279947828919,0.64428806,-0.5258825098332025,-0.07709747344754951,0.1628223,-1.05749630255289,-0.13992394894344143,-0.038651407
195,-0.7913362227163718,-5.3204603,-1.092113600523958,-0.3180780917728088,-0.033156276,-0.27899010600400675,0.43576383101860766,0.34774232,-1.3252164522731937,-0.4062069869937722,-0.14423898,-1.5009671182604813,-0.5306086832584928,-0.0861658
196,-0.9255452755597458,-5.6852536,-1.4662641315702467,-0.35508769929905515,-0.33459786,-0.32863280593089444,0.4015190892688376,0.34045196,-1.125115113778804,-0.030369127243316585,0.030463116,-1.681688899969934,-0.5385892254836939,-0.1681475
197,-0.8290462563563891,-5.2795963,-1.2530191856166217,-0.4059422269752791,-0.20216183,-0.020305308474892647,0.43623870218270666,0.5916217,-0.9518109411447465,0.08114522581618487,0.14248735,-1.7141137753031492,-0.5459657130817559,-0.28208342
198,-0.8882370247853275,-5.1004505,-1.0693604518762354,-0.18253063537825828,-0.054167368,-0.22590915137938405,0.36716765414108465,0.37125814,-0.703777528550534,0.040180731557519285,0.3130264,-1.693756751789689,-0.5130257565124511,-0.33259177
199,-0.8890053047933382,-5.462865,-1.017339317477803,-0.10681909610735191,0.0699164,-0.5003329353386299,0.3133487514995994,0.14709902,-0.756200047809134,0.1397610302017484,0.3222089,-1.9169575417670655,-0.5754263793244723,-0.40312406
200,-0.9135217395720151,-5.7954335,-1.4406494244263577,-0.4457886436196748,-0.28704542,-0.16139425382092185,0.3742419709811068,0.50904304,-1.1662685568962796,-0.1279825700290323,0.10041274,-1.8408501439805474,-0.6038378875186584,-0.29445973
201,-0.8628855572521751,-5.1775165,-1.1926773419408505,-0.2758382664965614,-0.1621563,-0.3678969906307993,0.2905011798809956,0.24292354,-0.7266006228006939,0.09767122048934922,0.29892534,-1.6219657574903477,-0.5401127231327546,-0.2079262
202,-0.6517632780551176,-4.4319243,-1.0194195014056044,-0.3499703039932073,-0.13723677,-0.19209469260216377,0.12300790344874726,0.32293788,-0.6185835484977944,0.029586838851056875,0.29723054,-1.1427576557737302,-0.3779591832634876,-0.023029216
203,-0.6381755420198557,-4.3797793,-0.6716808546648293,-0.04258531500597834,0.2000235,-0.4192710843906499,0.03623536288361904,0.09894008,-0.5154847068270494,-0.010104357742767058,0.33154947,-1.3005108818952797,-0.3995779691003359,-0.07770051
204,-0.541584723028327,-4.383979,-0.6428205898157358,-0.16171502504246554,0.2297435,-0.23456379055081933,0.12407484696695659,0.27649537,-0.8481184112674285,-0.09759193266227754,0.08582445,-1.0406260309333293,-0.44175137704925604,0.048553027
205,-0.8491105381829804,-5.5734344,-1.0058057455944363,-0.2647808279065429,0.10356848,-0.37677304761536273,0.09970887125355864,0.27439567,-1.152907594722959,-0.19234999189025503,0.026053362,-1.6238362151765864,-0.36842332338736455,-0.12727465
206,-0.8564182984724982,-6.0427,-1.0026904523848783,-0.11683738155965516,0.20004192,-0.5584435124831173,0.13079859353309758,0.15071848,-1.0363865493221467,-0.048074282608116,0.15605992,-1.9849205962064476,-0.7468140282778207,-0.28769392
207,-0.9829028390164288,-6.0939565,-0.9752449364862842,0.05327352214168045,0.23769313,-0.5821659069380876,0.20515076115680653,0.13027973,-1.2757650118874762,0.0027963786714557126,0.025896184,-1.7590561210522313,-0.5522486168946614,-0.16524369
208,-1.165724798079973,-6.173835,-0.9870568641188732,0.1349023666076691,0.24173412,-0.727762811204988,0.10789438949080378,-0.00042424724,-1.0564331511531437,0.11983140625685731,0.17182632,-1.834432778881993,-0.486102664234353,-0.17953476
209,-1.2974476531192856,-6.9159627,-1.458815613338643,-0.2224524518604429,-0.0822078,-0.6257433410842638,0.19975273613711392,0.17921042,-1.3479668524877813,0.10626522152376873,0.10622467,-2.0563765189114687,-0.41903776867476705,-0.1878294
210,-1.3475661692244074,-6.9535475,-1.4724639086460223,-0.08147769609572625,-0.088400304,-0.859755464289984,0.21662857942845032,-0.043554604,-1.2203450002829077,0.18801466536528444,0.22926104,-1.9132619474081438,-0.1573916887630129,-0.13615169
211,-1.2101807878710056,-7.3906946,-1.4072590921906356,-0.27611765201624716,0.06376999,-1.0258491109925751,-0.011919099493961527,-0.15338483,-1.001401248302896,0.0938204249222491,0.4753471,-2.360877501606594,-0.5681241027220659,-0.38907963
212,-1.4091396955319402,-8.015528,-1.4988259433125002,-0.18764478189615735,0.09655774,-0.6972152550852113,0.20681043908276742,0.23392119,-1.0995879203841525,0.48579011388374294,0.5062479,-2.96831897156026,-0.9341926617643901,-0.6713919
213,-1.4045449716427776,-8.289714,-1.719621276768456,-0.44424495169154576,-0.069585614,-0.9531426717039682,0.09033663970267651,0.01704442,-1.4321311395348921,0.15498362753787892,0.32675746,-2.574820205827513,-0.761852696381489,-0.41954333
214,-1.4771703866428143,-8.250707,-1.5876820754000334,-0.28834377942920114,0.054464824,-1.2492368616576346,-0.17599498971563635,-0.28181103,-1.2465670253092682,0.3664539830254282,0.46205443,-2.6281238505367597,-0.6719960809439838,-0.40336612
215,-1.5263213507971085,-8.546167,-2.019374958039348,-0.4064119933762955,-0.31828207,-1.551658533962447,-0.2975525482104544,-0.54523516,-1.0041968247258186,0.57603192585266,0.68344927,-2.648718897979933,-0.5539176237284806,-0.33475715
216,-1.3759076770014178,-8.270309,-1.9764949804901224,-0.6019771244219556,-0.33034754,-1.4222321180063022,-0.3911988126701118,-0.4528588,-1.2051295990389876,0.36504014819358716,0.5487163,-2.371242187437839,-0.589115465419001,-0.1760025
217,-1.2951903614508289,-7.224041,-1.662979120251145,-0.3689165284621823,-0.22511257,-1.2125230350161547,-0.30513305233745946,-0.3656467,-0.7580001740348213,0.7298053832743037,0.72560626,-2.0444981343712327,-0.372263801235936,-0.08590456
218,-1.0945806453344173,-5.900845,-1.3696381470451728,-0.2652501448575047,-0.1951547,-0.958352683673706,-0.28518401770190316,-0.26989165,-0.26230668696669196,0.8360130958770305,0.914054,-1.4509248517102926,-0.12241159962957729,0.09335574
219,-1.1177564972219025,-6.0605254,-1.5309407725903745,-0.3482579834074584,-0.32459816,-1.138224573986407,-0.2786720093076115,-0.42156744,-0.26445140704283776,0.9272168075174516,0.9222694,-1.4406693210918953,-0.0012461030046920646,0.14829293
220,-1.222147888972508,-6.2397246,-1.3764876053877417,-0.005783516092126795,-0.13453002,-0.8197482228812233,-0.12998231262371737,-0.093935974,-0.7092963837398767,0.8395391204303643,0.62817097,-1.5244316503239592,-0.05847883149313731,0.086904764
221,-1.255726711504583,-6.960404,-1.3395052398939387,-0.09304647299225627,0.045851793,-1.0004688463912563,-0.053004545920068334,-0.18315674,-0.7873540626939859,0.7164844999079661,0.6492848,-2.1467983589902064,-0.5151530369891295,-0.1840571
222,-1.2193521928138997,-6.555182,-1.368855726017922,-0.0726679672492309,-0.06408485,-0.916852171267659,0.0050035438605882665,-0.14640912,-0.5840213646625286,0.6071424610500401,0.7200514,-1.880794056921069,-0.2841027067822658,-0.098595284
223,-1.192866189045843,-5.8583126,-1.1922519235972064,-0.007985082626126079,-0.026255585,-0.6157934734545353,0.06547710368777451,0.06655542,-0.6552362573599969,0.6167237222825492,0.57223886,-1.425524902535401,0.018769924599476517,0.085216254
224,-1.355524399880848,-6.465009,-1.5656492611086632,-0.1307205070579299,-0.27879506,-0.7829191815296465,0.14480188315055537,-0.029425057,-0.7600315534122623,0.8072648795603956,0.566292,-1.701705423565231,0.15832038428401493,0.06476705
225,-1.3419509326366668,-6.4157267,-1.4688019395403553,-0.01688517231925453,-0.19181538,-1.1949196204929966,-0.20035149474617214,-0.43704045,-0.7340120408044203,0.7591749508194116,0.56208473,-1.517290862951969,-0.05419939585091832,0.17589279
226,-1.307716683115831,-6.3933306,-1.4053297129824525,-0.12104286590431125,-0.13280222,-1.1458619249357478,-0.2149469336366069,-0.39729884,-0.917967080574489,0.5191976035727581,0.44998664,-1.561966641975808,0.10053929825809862,0.20416856
227,-0.9300955774857429,-4.985502,-1.1002175252669997,-0.1852141004619064,-0.10785186,-1.0147486030685209,-0.49898905658270665,-0.42808142,-0.3338570847615221,0.6156747144447787,0.645299,-0.8932502072290538,0.2777911182186448,0.43440738
